uid,nightuid,namedLocation,domainID,siteID,plotID,trapCoordinate,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,trapStatus,trapType,collectDate,endDate,tagID,individualCode,taxonID,scientificName,taxonRank,identificationQualifier,identificationReferences,nativeStatusCode,sex,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,larvalTicksAttached,nymphalTicksAttached,adultTicksAttached,bloodSampleID,bloodSampleBarcode,bloodSampleMethod,fecalSampleID,fecalSampleBarcode,fecalSampleCondition,earSampleID,earSampleBarcode,hairSampleID,hairSampleBarcode,hairSampleContents,voucherSampleID,voucherSampleBarcode,measuredBy,recordedBy,remarks,dataQF
"efa9f931-9b29-466c-925f-425cee95d381","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","E4","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"9149936d-290b-462d-be5d-c70a62a34423","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","C5","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"f12dfa6b-e1aa-4b93-9554-cfe504e75e2b","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","E7","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"5 - capture","ShermanXLK","2017-10-24","2017-10-24","NEON.MAM.D17.R1338",,"CHCA","Chaetodipus californicus","species",,,"N","F","N","released",,"adult",,"nonenlarged","not","neither",23,13,,,29,"N","N","N",,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"8c4db88e-0d26-4b62-85d7-27761625e2c2","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","C7","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"505352ef-6d6a-4394-b8de-5def6fd15d59","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","B5","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"70a59187-cbf4-468b-8f77-6951a8954d8c","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","A2","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"28e43d21-758b-4591-bfff-509a93191200","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","D10","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"ecd43157-0149-4564-8b46-62589ac24b1e","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","B3","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"8866202b-1600-41cf-b570-cd1e375f6796","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","B8","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"5 - capture","ShermanXLK","2017-10-24","2017-10-24","NEON.MAM.D17.R1329",,"CHCA","Chaetodipus californicus","species",,,"N","F","N","released",,"adult",,"nonenlarged","not","neither",25,,,,25,"N","N","N",,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"24b204c7-34c8-492d-8724-689f8ba23fbc","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","B10","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"1d4c3bf2-1849-436e-ab41-b396628b76cd","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","C2","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"5 - capture","ShermanXLK","2017-10-24","2017-10-24","NEON.MAM.D17.R1341",,"CHCA","Chaetodipus californicus","species",,,"N","F","N","released",,"adult",,"nonenlarged","not","neither",26,,,,24,"N","N","N",,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"57d709bd-7b29-4b6d-8c26-25eb25bc0b8f","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","A7","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"834fe587-47ec-4319-a465-a7c13191f4ab","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","D8","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"c80219bc-f003-486b-86fe-20679c176ce1","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","C3","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"591605d7-71ed-4cbe-9587-2e7250a69c1d","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","E5","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"4b7ad515-eb20-47ea-8744-b38f57a6fa0e","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","D3","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"028e40f6-8f07-420d-acaf-2a3bbfbc9a6d","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","D2","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"40e13373-d584-4391-8f67-f716c8756436","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","C6","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"9c4398c0-614e-40ee-bffe-5a4c10ba1f43","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","E2","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"5 - capture","ShermanXLK","2017-10-24","2017-10-24","NEON.MAM.D17.R1335",,"PEMA","Peromyscus maniculatus","species",,,"N","M","N","released",,"adult","scrotal",,,,19,17,68,148,20,"N","N","N",,,"unsuccessful",,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"5594a0d2-6931-459e-9c66-877acefe0250","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","D5","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"bbce4bb1-df22-4a48-b6b1-49e46bc5770c","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","A8","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"ee72ac06-73be-4df7-bec3-ebc61a2d460d","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","A3","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"433b2e85-d6e6-477e-a8bc-0dba61dcfd3b","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","E6","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"3898afdc-0f4c-4942-b092-5c8c82868c69","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","C4","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"78b47a1c-0a8b-49cb-af75-917045f8acc8","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","A9","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"ab0bc81e-13d8-42f1-9268-a747c306b060","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","C9","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"d803b2c8-4484-40e6-88f8-0442f4d4d80c","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","B2","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"3fe9a8fe-a1c1-4b24-97af-fa3daa5eb347","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","A4","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"6 - trap set and empty","ShermanXLK","2017-10-24","2017-10-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
"0c26b72d-04bf-491a-b93c-7e0befb3f501","c72a0c33-ab62-41c5-8e83-1869bd9203dd","SJER_013.mammalGrid.mam","D17","SJER","SJER_013","B7","distributed","evergreenForest",37.082596,-119.729144,"WGS84",45.3,269.4,0.3,"5 - capture","ShermanXLK","2017-10-24","2017-10-24","NEON.MAM.D17.R1340",,"CHCA","Chaetodipus californicus","species",,,"N","F","N","released",,"adult",,"nonenlarged","not","neither",25,,,,26,"N","N","N",,,,,,,,,,,,,,"sruano@battelleecology.org","eartz@battelleecology.org",,
